Titulo;Data de inicio;Data de fim;Data publicacao;Local
Despacho com Secretários de Governo – Mauro Ricardo, Justiça – Rubens Rizek e Comunicação – Marcus Vinicius Sinval;2020/04/02 17:00:00 GMT-3;2020/04/02 17:00:00 GMT-3;2020-04-01T21:42:38-03:00;Local: Gabinete do Prefeito
Reunião com Presidente do Conselho Regional de Enfermagem de São Paulo – Renata Andréa Pietro Pereira Viana e Secretário de Saúde – Edson Aparecido;2020/04/02 16:30:00 GMT-3;2020/04/02 16:30:00 GMT-3;2020-04-01T21:41:38-03:00;Local: Gabinete do Prefeito
Reunião com Vereadores André Santos (presencial), Zé Turin (videoconferência), Atilio Francisco (videoconferência), Souza Santos (videoconferência), Rinaldi Digilio (videoconferência), Presidente da TV Record – Luiz Cláudio Costa (presencial), Vice-Presidente da Band – Paulo Saad (videoconferência), Diretor Executivo da RedeTV! – Rogério Simões (videoconferência), Diretor Institucional do SBT – Roberto Franco (videoconferência), Diretor Jurídico da Record – Edinomar Galter, Secretários de Governo – Mauro Ricardo (presencial), Casa Civil – Orlando Faria (videoconferência), Fazenda – Philippe Duchateau (videoconferência) e Comunicação – Marcus Vinicius Sinval (videoconferência);2020/04/02 15:30:00 GMT-3;2020/04/02 15:30:00 GMT-3;2020-04-01T21:40:33-03:00;Local: Gabinete do Prefeito
Almoço com Governador João Doria, Vice-Governador e Secretário de Governo – Rodrigo Garcia e Chefe de Gabinete do Governador – Wilson Pedroso;2020/04/02 13:30:00 GMT-3;2020/04/02 13:30:00 GMT-3;2020-04-01T21:39:28-03:00;Local: Palácio dos Bandeirantes – Ala Residencial
Coletiva de Imprensa sobre Coronavírus, com Governador João Doria, Secretários Municipais de Saúde – Edson Aparecido e Desenvolvimento Econômico e Trabalho – Aline Cardoso;2020/04/02 12:30:00 GMT-3;2020/04/02 12:30:00 GMT-3;2020-04-01T21:38:15-03:00;Local: Palácio dos Bandeirantes – Hall Nobre
Despacho com Secretário da Casa Civil – Orlando Faria e Secretário Executivo – Carlos Bezerra;2020/04/02 11:30:00 GMT-3;2020/04/02 11:30:00 GMT-3;2020-04-01T21:37:10-03:00;Local: Gabinete do Prefeito
Despacho por videoconferência com Secretário Executivo – Fabio Lepique, Secretários de Governo – Mauro Ricardo e Desenvolvimento Urbano – Fernando Chucre;2020/04/02 11:00:00 GMT-3;2020/04/02 11:00:00 GMT-3;2020-04-01T21:36:09-03:00;Local: Gabinete do Prefeito – videoconferência
Despacho com Chefe de Gabinete – Vitor Sampaio;2020/04/01 18:00:00 GMT-3;2020/04/01 18:00:00 GMT-3;2020-03-31T21:29:06-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Governo – Mauro Ricardo;2020/04/01 17:30:00 GMT-3;2020/04/01 17:30:00 GMT-3;2020-03-31T21:27:55-03:00;Local: Gabinete do Prefeito
14ª Reunião intersecretarial por videoconferência;2020/04/01 16:30:00 GMT-3;2020/04/01 16:30:00 GMT-3;2020-03-31T21:26:58-03:00;Local: Gabinete do Prefeito
Despacho com Secretários de Governo – Mauro Ricardo, Justiça – Rubens Rizek e Comunicação – Marcus Vinicius Sinval;2020/04/01 16:00:00 GMT-3;2020/04/01 16:00:00 GMT-3;2020-03-31T21:25:50-03:00;Local: Gabinete do Prefeito
Reunião por videoconferência com a Deputada Federal Tabata Amaral, Chefe de Gabinete da Deputada – Talita Nascimento, Secretário Executivo – João Cury, Secretários da Casa Civil – Orlando Faria e Saúde – Edson Aparecido;2020/04/01 15:30:00 GMT-3;2020/04/01 15:30:00 GMT-3;2020-03-31T21:24:00-03:00;Local: Gabinete do Prefeito – videoconferência
Reunião por videoconferência com Professor da USP – Flávio Conde, Secretários de Infraestrutura Urbana e Obras – Vitor Aly, Desenvolvimento Urbano – Fernando Chucre, Licenciamento – César Azevedo, Subprefeituras – Alexandre Modonezi, Segurança Urbana – Cel. José Roberto Oliveira, Comunicação – Marcus Vinicius Sinval e Assessor Especial de SIURB – Pedro Algodoal ;2020/04/01 15:00:00 GMT-3;2020/04/01 15:00:00 GMT-3;2020-03-31T21:23:00-03:00;Local: Gabinete do Prefeito – videoconferência
Entrevista para o Programa “RB News” – Rádio Bandeirantes;2020/04/01 11:15:00 GMT-3;2020/04/01 11:15:00 GMT-3;2020-03-31T21:22:04-03:00;Local: Gabinete do Prefeito
13ª Reunião intersecretarial por videoconferência;2020/03/31 17:00:00 GMT-3;2020/03/31 17:00:00 GMT-3;2020-03-30T21:35:43-03:00;Local: Gabinete do Prefeito
Despacho com Secretários de Governo – Mauro Ricardo, Justiça – Rubens Rizek e Comunicação – Marcus Vinicius Sinval;2020/03/31 16:30:00 GMT-3;2020/03/31 16:30:00 GMT-3;2020-03-30T21:34:39-03:00;Local: Gabinete do Prefeito
Entrevista via fone para o Jornal O Globo;2020/03/31 16:00:00 GMT-3;2020/03/31 16:00:00 GMT-3;2020-03-30T21:33:36-03:00;Local: Gabinete do Prefeito
Despacho por videoconferência com Secretários Executivos – Fabio Lepique e João Cury, Secretário Executivo de Relações Internacionais – Luiz Alvaro, Secretários de Desenvolvimento Urbano – Fernando Chucre, Assistência e Desenvolvimento Social – Berenice Giannella, Saúde – Edson Aparecido, Cultura – Alexandre Youssef, Desenvolvimento Econômico e Trabalho – Aline Cardoso, Educação – Bruno Caetano, Direitos Humanos e Cidadania – Ana Claudia Carletto, Habitação – João Farias, Inovação e Tecnologia – Juan Quirós, Comunicação – Marcus Vinicius Sinval, Pessoa com Deficiência – Cid Torquato, Segurança Urbana – Cel. José Roberto Oliveira e Chefe de Gabinete do Prefeito – Vitor Sampaio;2020/03/31 15:30:00 GMT-3;2020/03/31 15:30:00 GMT-3;2020-03-30T21:32:34-03:00;Local: Gabinete do Prefeito – videoconferência
Almoço com Governador João Doria, Vice-Governador Rodrigo Garcia e Chefe de Gabinete do Governador – Wilson Pedroso;2020/03/31 13:30:00 GMT-3;2020/03/31 13:30:00 GMT-3;2020-03-30T21:31:07-03:00;Local: Palácio dos Bandeirantes – Ala Residencial
Coletiva de Imprensa sobre Coronavírus, com Governador João Doria e Secretário Municipal de Saúde – Edson Aparecido;2020/03/31 12:30:00 GMT-3;2020/03/31 12:30:00 GMT-3;2020-03-30T21:30:02-03:00;Local: Palácio dos Bandeirantes – Hall Nobre
Despacho com Secretária de Assistência e Desenvolvimento Social – Berenice Giannella;2020/03/31 11:30:00 GMT-3;2020/03/31 11:30:00 GMT-3;2020-03-30T21:28:25-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Segurança Urbana – Cel. José Roberto Oliveira;2020/03/31 11:00:00 GMT-3;2020/03/31 11:00:00 GMT-3;2020-03-30T21:27:29-03:00;Local: Gabinete do Prefeito
12ª Reunião intersecretarial por videoconferência;2020/03/30 17:30:00 GMT-3;2020/03/30 17:00:00 GMT-3;2020-03-29T19:42:00-03:00;Local: Gabinete do Prefeito
Despacho com Controlador-Geral do Município – Gustavo Ungaro;2020/03/30 17:00:00 GMT-3;2020/03/30 17:30:00 GMT-3;2020-03-30T12:27:19-03:00;Local: Gabinete do Prefeito
Despacho com Secretários de Governo – Mauro Ricardo, Justiça – Rubens Rizek e Comunicação – Marcus Vinicius Sinval;2020/03/30 16:30:00 GMT-3;2020/03/30 16:30:00 GMT-3;2020-03-29T19:41:39-03:00;Local: Gabinete do Prefeito
"Câmara Técnica" por videoconferência – Coronavírus, com Presidente do TCM – Conselheiro João Antonio, Conselheiros do TCM – Mauricio Faria e Domingos Dissei, Secretário-Geral do TCM – Ricardo Epaminondas Panato, Subsecretário de Fiscalização e Controle do TCM – Lívio Mário Fornazieri, Presidente da CMSP – Vereador Eduardo Tuma, Vereadores Milton Leite, Patrícia Bezerra, Antonio Donato, Secretários de Governo – Mauro Ricardo, Justiça – Rubens Rizek, Saúde – Edson Aparecido e Chefe de Gabinete do Prefeito – Vitor Sampaio;2020/03/30 15:30:00 GMT-3;2020/03/30 15:30:00 GMT-3;2020-03-29T19:40:00-03:00;Local: Gabinete do Prefeito – videoconferência
Despacho com Secretário da Casa Civil – Orlando Faria ;2020/03/30 15:15:00 GMT-3;2020/03/30 16:00:00 GMT-3;2020-03-30T12:25:44-03:00;Local: Gabinete do Prefeito
Coletiva de Imprensa – Anúncio de Medidas de Enfrentamento à Pandemia do Coronavírus, com Secretários de Governo – Mauro Ricardo, Comunicação – Marcus Vinicius Sinval, Saúde – Edson Aparecido, Justiça – Rubens Rizek, Casa Civil – Orlando Faria, Mobilidade e Transportes – Edson Caram, Desenvolvimento Econômico e Trabalho – Aline Cardoso e Gestão – Malde Vilas Bôas;2020/03/30 11:00:00 GMT-3;2020/03/30 11:00:00 GMT-3;2020-03-29T19:37:00-03:00;Local: Hall da Prefeitura – 3º andar
Despacho com Secretário Executivo – Gustavo Pires e Secretário de Justiça – Rubens Rizek;2020/03/30 10:30:00 GMT-3;2020/03/30 10:30:00 GMT-3;2020-03-29T19:35:47-03:00;Local: Gabinete do Prefeito
Abertura do Hospital Municipal da Brasilândia para Funcionamento de 150 Leitos de UTI para o Tratamento de COVID-19, com Secretários de Saúde – Edson Aparecido, Infraestrutura Urbana e Obras – Vitor Aly, Desenvolvimento Econômico e Trabalho – Aline Cardoso e Subprefeito da Freguesia do Ó-Vila Brasilândia – Sergio Rodrigues Gonelli;2020/03/28 11:00:00 GMT-3;2020/03/28 11:00:00 GMT-3;2020-03-27T23:23:48-03:00;Local: Hospital Municipal da Brasilândia (Av. Michihisa Murata, 100 – Brasilândia)
Despacho com Chefe de Gabinete – Vitor Sampaio;2020/03/27 19:00:00 GMT-3;2020/03/27 19:00:00 GMT-3;2020-03-26T21:44:06-03:00;Local: Gabinete do Prefeito
11ª Reunião intersecretarial por videoconferência;2020/03/27 17:30:00 GMT-3;2020/03/27 17:30:00 GMT-3;2020-03-26T21:43:00-03:00;Local: Gabinete do Prefeito
Despacho com Secretários de Governo – Mauro Ricardo, Justiça – Rubens Rizek e Comunicação – Marcus Vinicius Sinval;2020/03/27 17:00:00 GMT-3;2020/03/27 17:00:00 GMT-3;2020-03-26T21:41:47-03:00;Local: Gabinete do Prefeito
Visita às Obras do Hospital Municipal de Campanha de Combate ao Coronavírus no Pacaembu, com Governador João Doria, Secretários Municipais de Saúde – Edson Aparecido, Esportes e Lazer – Mauricio Bezerra Landim e Inovação e Tecnologia – Juan Quirós;2020/03/27 15:00:00 GMT-3;2020/03/27 15:00:00 GMT-3;2020-03-26T21:40:00-03:00;Local: Estádio do Pacaembu – Portão 23 (Rua Capivari, altura do nº 215 – Pacaembu)
Almoço com Governador João Doria;2020/03/27 13:30:00 GMT-3;2020/03/27 13:30:00 GMT-3;2020-03-26T21:39:22-03:00;Local: Palácio dos Bandeirantes – Ala Residencial
Despacho com Secretário de Comunicação – Marcus Vinicius Sinval;2020/03/27 12:30:00 GMT-3;2020/03/27 12:30:00 GMT-3;2020-03-26T21:38:13-03:00;Local: Gabinete do Prefeito
Reunião com Presidente da Cruz Vermelha de SP – Jorge Wolney Atalla e Secretária de Direitos Humanos e Cidadania – Ana Claudia Carletto;2020/03/27 11:30:00 GMT-3;2020/03/27 11:30:00 GMT-3;2020-03-26T21:37:05-03:00;Local: Gabinete do Prefeito
Reunião por videoconferência com Vice-Presidente de Governo do Banco do Brasil – João Pinto Rabelo Júnior, Diretor Executivo do Banco Bradesco – Edson Marcelo Moreto, Diretor de Poder Público do Banco Itaú Unibanco – Leandro Dominiquini, Vice-Presidente Executiva de Comunicação, Marketing, Relações Institucionais e Sustentabilidade do Banco Santander – Patricia Audi, Diretor de Empresas, Governos & Instituições do Banco Santander – Cássio Schmitt, Superintendente Executiva de Relações Institucionais do Banco Santander – Renata Zaccarelli, Vice-Presidente de Governo da CAIXA – Tatiana Thomé, Assessor Estratégico da CAIXA – Celso Leonardo, Secretários de Governo – Mauro Ricardo, Fazenda – Philippe Duchateau, Desenvolvimento Econômico e Trabalho – Aline Cardoso, Saúde – Edson Aparecido e Diretor-Presidente da Adesampa – Frederico Celentano;2020/03/27 11:00:00 GMT-3;2020/03/27 11:00:00 GMT-3;2020-03-26T21:35:46-03:00;Local: Gabinete do Prefeito – videoconferência
10ª Reunião intersecretarial por videoconferência;2020/03/26 17:00:00 GMT-3;2020/03/26 17:00:00 GMT-3;2020-03-25T21:26:08-03:00;Local: Gabinete do Prefeito
Despacho com Secretários de Governo – Mauro Ricardo, Justiça – Rubens Rizek e Comunicação – Marcus Vinicius Sinval;2020/03/26 16:30:00 GMT-3;2020/03/26 16:30:00 GMT-3;2020-03-25T21:24:59-03:00;Local: Gabinete do Prefeito
Despacho por videoconferência com Secretários de Governo – Mauro Ricardo, Habitação – João Farias, Justiça – Rubens Rizek, Secretário Executivo Adjunto de Gestão de Projetos Estratégicos – Alexis Vargas e Chefe de Gabinete do Verde e Meio Ambiente – Rodrigo Ravena;2020/03/26 16:00:00 GMT-3;2020/03/26 16:00:00 GMT-3;2020-03-25T21:23:00-03:00;Local: Gabinete do Prefeito – videoconferência
Despacho com Diretor-Presidente de Amlurb – Edson Tomaz;2020/03/26 15:30:00 GMT-3;2020/03/26 15:30:00 GMT-3;2020-03-25T21:22:50-03:00;Local: Gabinete do Prefeito
Despacho com Chefe da Assessoria Policial Militar – Ten. Cel. Ana Claudia de Paula;2020/03/26 15:00:00 GMT-3;2020/03/26 15:00:00 GMT-3;2020-03-25T21:21:42-03:00;Local: Gabinete do Prefeito
Despacho com Secretário da Casa Civil – Orlando Faria;2020/03/26 11:45:00 GMT-3;2020/03/26 11:45:00 GMT-3;2020-03-25T21:19:25-03:00;Local: Gabinete do Prefeito
Despacho com Chefe de Gabinete – Vitor Sampaio;2020/03/25 18:30:00 GMT-3;2020/03/25 18:30:00 GMT-3;2020-03-24T22:35:33-03:00;Local: Gabinete do Prefeito
9ª Reunião intersecretarial por videoconferência;2020/03/25 17:00:00 GMT-3;2020/03/25 17:00:00 GMT-3;2020-03-24T22:34:23-03:00;Local: Gabinete do Prefeito
Despacho com Secretário da Pessoa com Deficiência – Cid Torquato;2020/03/25 16:30:00 GMT-3;2020/03/25 16:30:00 GMT-3;2020-03-24T22:33:20-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Cultura – Alexandre Youssef e futuro Secretário de Cultura – Hugo Possolo;2020/03/25 16:00:00 GMT-3;2020/03/25 16:00:00 GMT-3;2020-03-24T22:32:08-03:00;Local: Gabinete do Prefeito
Visita às Obras do Hospital Municipal de Campanha de Combate ao Coronavírus no Anhembi;2020/03/25 14:40:00 GMT-3;2020/03/25 14:40:00 GMT-3;2020-03-25T14:01:22-03:00;Local: Palácio das Convenções do Anhembi – Portão 35 (Rua Professor Milton Rodrigues, s/n – Santana)
Almoço com Governador João Doria;2020/03/25 13:30:00 GMT-3;2020/03/25 13:30:00 GMT-3;2020-03-24T22:29:43-03:00;Local: Palácio dos Bandeirantes – Ala Residencial
Coletiva de Imprensa sobre Coronavírus, com Governador João Doria e Secretário Municipal de Saúde – Edson Aparecido;2020/03/25 12:30:00 GMT-3;2020/03/25 12:30:00 GMT-3;2020-03-24T22:28:18-03:00;Local: Palácio dos Bandeirantes – Hall Nobre
Entrevista para a Revista Veja;2020/03/25 11:30:00 GMT-3;2020/03/25 11:30:00 GMT-3;2020-03-24T22:27:14-03:00;Local: Gabinete do Prefeito
Despacho com o Secretário de Comunicação – Marcus Vinicius Sinval;2020/03/25 10:15:00 GMT-3;2020/03/25 10:15:00 GMT-3;2020-03-24T22:24:57-03:00;Local: Gabinete do Prefeito
8ª Reunião intersecretarial por videoconferência;2020/03/24 17:00:00 GMT-3;2020/03/24 17:00:00 GMT-3;2020-03-23T21:10:57-03:00;Local: Gabinete do Prefeito
Despacho com Secretários de Governo - Mauro Ricardo e Justiça - Rubens Rizek;2020/03/24 16:00:00 GMT-3;2020/03/24 16:00:00 GMT-3;2020-03-24T11:59:24-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Licenciamento - César Azevedo;2020/03/24 15:30:00 GMT-3;2020/03/24 15:30:00 GMT-3;2020-03-24T11:56:58-03:00;Local: Gabinete do Prefeito
Despacho com Secretário Executivo – Gustavo Pires;2020/03/23 16:30:00 GMT-3;2020/03/23 16:30:00 GMT-3;2020-03-22T23:04:07-03:00;Local: Gabinete do Prefeito
Reunião intersecretarial por videoconferência;2020/03/23 15:00:00 GMT-3;2020/03/23 15:00:00 GMT-3;2020-03-22T23:04:11-03:00;Local: Gabinete do Prefeito
 Coletiva de Imprensa sobre Coronavírus, com Governador João Doria e Secretário Municipal da Saúde – Edson Aparecido;2020/03/23 12:30:00 GMT-3;2020/03/23 12:30:00 GMT-3;2020-03-23T08:26:44-03:00;Local: Palácio dos Bandeirantes – Sala de Coletiva
"Câmara Técnica" – Coronavírus, com Presidente do TCM – Conselheiro João Antonio, Conselheiros do TCM – Domingos Dissei e Maurício Farias, Secretário-Geral do TCM – Ricardo Epaminondas Panato, Subsecretário de Fiscalização e Controle do TCM – Lívio Mário Fornazieri, Presidente da CMSP – Eduardo Tuma, Vereador Milton Leite, Secretários de Governo – Mauro Ricardo, Justiça – Rubens Rizek, Saúde – Edson Aparecido e Chefe de Gabinete do Prefeito – Vitor Sampaio;2020/03/23 11:00:00 GMT-3;2020/03/23 11:00:00 GMT-3;2020-03-22T23:04:22-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Educação – Bruno Caetano;2020/03/23 10:30:00 GMT-3;2020/03/23 10:30:00 GMT-3;2020-03-22T23:04:18-03:00;Local: Gabinete do Prefeito
Despacho com Secretário da Casa Civil – Orlando Faria;2020/03/23 09:45:00 GMT-3;2020/03/23 09:45:00 GMT-3;2020-03-23T08:56:04-03:00;Local: Gabinete do Prefeito
Visita às Obras de Instalação de Leitos Provisórios no Pacaembu – Prevenção ao Coronavírus, com Secretário da Saúde – Edson Aparecido;2020/03/23 08:30:00 GMT-3;2020/03/23 08:30:00 GMT-3;2020-03-23T09:23:00-03:00;Local: Estádio do Pacaembu
Início da Vacinação contra a Gripe Influenza, com Secretário da Saúde – Edson Aparecido e Subprefeito da Vila Mariana – Fabricio Cobra;2020/03/23 07:30:00 GMT-3;2020/03/23 07:30:00 GMT-3;2020-03-22T23:04:00-03:00;Local: UBS Max Perlman (R. Jaques Félix, 499 – Vila Nova Conceição)
Coletiva de Imprensa sobre Coronavírus, com Governador João Doria;2020/03/21 12:30:00 GMT-3;2020/03/21 12:30:00 GMT-3;2020-03-21T11:21:03-03:00;Local: Palácio dos Bandeirantes
Entrevista ao vivo para o Programa "Fala Brasil" – Especial Coronavírus, da Record TV;2020/03/21 10:00:00 GMT-3;2020/03/21 10:00:00 GMT-3;2020-03-20T22:11:12-03:00;Local: Gabinete do Prefeito
Despacho com Chefe de Gabinete – Vitor Sampaio;2020/03/20 18:00:00 GMT-3;2020/03/20 18:00:00 GMT-3;2020-03-19T22:43:32-03:00;Local: Gabinete do Prefeito
Reunião intersecretarial por videoconferência;2020/03/20 16:30:00 GMT-3;2020/03/20 16:30:00 GMT-3;2020-03-19T22:42:32-03:00;Local: Gabinete do Prefeito
Despacho com Secretário da Casa Civil – Orlando Faria;2020/03/20 16:15:00 GMT-3;2020/03/20 16:15:00 GMT-3;2020-03-19T22:41:22-03:00;Local: Gabinete do Prefeito
Coletiva de Imprensa sobre Coronavírus, com Governador João Doria e Secretário Municipal da Saúde – Edson Aparecido;2020/03/20 12:30:00 GMT-3;2020/03/20 12:30:00 GMT-3;2020-03-19T22:40:18-03:00;Local: Palácio dos Bandeirantes – Sala de Coletiva
Entrega de Leitos de UTI no Hospital Municipal de Parelheiros – Prevenção ao Coronavírus, com Secretários de Saúde – Edson Aparecido, Infraestrutura Urbana e Obras – Vitor Aly, Secretário Executivo de Relações Federativas e Metropolitanas – Ricardo Tripoli, Subprefeito de Parelheiros – Marco Antonio Furchi e Superintendente da Autarquia Hospitalar Municipal – Magali Vicente Proenca;2020/03/20 11:15:00 GMT-3;2020/03/20 11:15:00 GMT-3;2020-03-19T22:39:11-03:00;Local: Hospital Municipal de Parelheiros (Rua Euzébio Coghi, 841 – Jardim Roschel / Parelheiros)
